idserie,month,periodo,val
49,19-Apr,3,15
49,19-May,4,15
49,19-Jun,5,15
49,19-Jul,6,15
49,19-Aug,7,16
49,19-Sep,8,16
49,19-Oct,9,16
49,19-Nov,10,16
49,19-Dec,11,18
49,20-Jan,12,16
49,20-Feb,13,16
49,20-Mar,14,16
49,20-Apr,15,15
49,20-May,16,17
49,20-Jun,17,17
49,20-Jul,18,17
49,20-Aug,19,17
49,20-Sep,20,17
49,20-Oct,21,17
49,20-Nov,22,18
49,20-Dec,23,18
49,21-Jan,24,17
49,21-Feb,25,16
49,21-Mar,26,16
49,21-Apr,27,17
49,21-May,28,17
49,21-Jun,29,18
49,21-Jul,30,18
49,21-Aug,31,17
49,21-Sep,32,17
49,21-Oct,33,18
49,21-Nov,34,18
49,21-Dec,35,20
49,22-Jan,36,18
49,22-Feb,37,17
49,22-Mar,38,18
49,22-Apr,39,18
49,22-May,40,18
49,22-Jun,41,18
49,22-Jul,42,20
49,22-Aug,43,17
49,22-Sep,44,19
49,22-Oct,45,18
49,22-Nov,46,19
49,22-Dec,47,20
50,19-Jan,0,17
50,19-Feb,1,17
50,19-Mar,2,18
50,19-Apr,3,17
50,19-May,4,18
50,19-Jun,5,19
50,19-Jul,6,19
50,19-Aug,7,19
50,19-Sep,8,19
50,19-Oct,9,19
50,19-Nov,10,19
50,19-Dec,11,21
50,20-Jan,12,20
50,20-Feb,13,19
50,20-Mar,14,20
50,20-Apr,15,20
50,20-May,16,20
50,20-Jun,17,21
50,20-Jul,18,21
50,20-Aug,19,20
50,20-Sep,20,22
50,20-Oct,21,21
50,20-Nov,22,22
50,20-Dec,23,23
50,21-Jan,24,22
50,21-Feb,25,20
50,21-Mar,26,21
50,21-Apr,27,22
50,21-May,28,22
50,21-Jun,29,21
50,21-Jul,30,22
50,21-Aug,31,21
50,21-Sep,32,22
50,21-Oct,33,24
50,21-Nov,34,25
50,21-Dec,35,27
50,22-Jan,36,23
50,22-Feb,37,22
50,22-Mar,38,23
50,22-Apr,39,22
50,22-May,40,23
50,22-Jun,41,24
50,22-Jul,42,26
50,22-Aug,43,25
50,22-Sep,44,26
50,22-Oct,45,25
50,22-Nov,46,26
50,22-Dec,47,29
51,19-Jan,0,13
51,19-Feb,1,13
51,19-Mar,2,14
51,19-Apr,3,13
51,19-May,4,13
51,19-Jun,5,14
51,19-Jul,6,14
51,19-Aug,7,13
51,19-Sep,8,14
51,19-Oct,9,14
51,19-Nov,10,14
51,19-Dec,11,15
51,20-Jan,12,13
51,20-Feb,13,13
51,20-Mar,14,13
51,20-Apr,15,13
51,20-May,16,14
51,20-Jun,17,14
51,20-Jul,18,14
51,20-Aug,19,14
51,20-Sep,20,13
51,20-Oct,21,14
51,20-Nov,22,14
51,20-Dec,23,14
51,21-Jan,24,13
51,21-Feb,25,13
51,21-Mar,26,14
51,21-Apr,27,14
51,21-May,28,14
51,21-Jun,29,13
51,21-Jul,30,14
51,21-Aug,31,14
51,21-Sep,32,14
51,21-Oct,33,15
51,21-Nov,34,14
51,21-Dec,35,16
51,22-Jan,36,14
51,22-Feb,37,13
51,22-Mar,38,13
51,22-Apr,39,14
51,22-May,40,15
51,22-Jun,41,14
51,22-Jul,42,15
51,22-Aug,43,15
51,22-Sep,44,15
51,22-Oct,45,14
51,22-Nov,46,14
51,22-Dec,47,17
